id,created_at,is_active,name
1,2021-12-10 07:00:55.003584+00:00,True,DroneFPVRacer - DHL Express - Zone 1
2,2021-12-10 07:01:41.859270+00:00,True,DroneFPVRacer - DHL Express - Zone 2
3,2021-12-10 08:09:42.563510+00:00,True,DroneFPVRacer - DHL Express - Zone 3
4,2021-12-10 08:10:18.891500+00:00,True,DroneFPVRacer - DHL Express - Zone 4
5,2021-12-10 08:10:38.098354+00:00,True,DroneFPVRacer - DHL Express - Zone 5
6,2021-12-10 08:11:10.981436+00:00,True,DroneFPVRacer - DHL Express - Zone 6
7,2021-12-11 15:29:47.263778+00:00,True,USA
